,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
326597,3847,3717,3,965881641,M,25,7,12801,Gone in 60 Seconds (2000),Action|Crime,False
443638,4089,1271,5,965429311,M,25,7,79416,Fried Green Tomatoes (1991),Drama,False
346535,1390,1380,5,1007184626,M,35,16,99352,Grease (1978),Comedy|Musical|Romance,False
816400,735,2565,5,975480801,M,25,14,04240,"King and I, The (1956)",Musical,False
676435,3401,1499,1,980116149,M,35,7,76109,Anaconda (1997),Action|Adventure|Thriller,False
812109,1880,1235,4,975382174,M,35,0,91006,Harold and Maude (1971),Comedy,False
494450,5947,2407,3,957190976,F,45,16,97215,Cocoon (1985),Comedy|Sci-Fi,False
841173,308,3320,4,976486939,M,25,2,10025,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,False
252342,2774,52,5,973063747,M,25,1,92103,Mighty Aphrodite (1995),Comedy,False
304196,1778,2395,3,974701462,M,18,4,94704,Rushmore (1998),Comedy,False
735817,1266,2148,3,978717408,M,25,4,18104,House (1986),Comedy|Horror,False
475294,5457,1375,2,959913187,M,18,12,55405,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,False
550854,4526,3347,3,964808555,M,25,20,10012,Never Cry Wolf (1983),Drama,False
625336,4371,2369,3,965180679,F,18,4,63109,Desperately Seeking Susan (1985),Comedy|Romance,False
191236,3513,2997,3,966973854,M,25,16,01890,Being John Malkovich (1999),Comedy,False
488645,90,784,3,993876438,M,56,13,85749,"Cable Guy, The (1996)",Comedy,False
87774,261,1259,4,976668166,M,25,20,75801,Stand by Me (1986),Adventure|Comedy|Drama,False
878040,3304,1931,5,968006285,F,45,5,92649,Mutiny on the Bounty (1935),Adventure,False
512966,48,2003,3,978063691,M,25,4,92107,Gremlins (1984),Comedy|Horror,False
808406,3365,1297,4,967663809,M,50,17,23059,Real Genius (1985),Comedy,False
175929,1842,1968,4,996423405,M,18,4,53190,"Breakfast Club, The (1985)",Comedy|Drama,False
523740,1676,3174,4,974709376,M,18,4,91301,Man on the Moon (1999),Comedy|Drama,False
334985,1033,3753,3,977427373,M,25,5,60076,"Patriot, The (2000)",Action|Drama|War,False
50139,2679,1028,4,973392982,F,18,4,02143,Mary Poppins (1964),Children's|Comedy|Musical,False
458091,424,2300,4,1008291617,M,25,17,55112,"Producers, The (1968)",Comedy|Musical,False
590725,3402,2920,4,967643407,M,35,20,30306,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,False
211959,5042,1136,4,962505778,F,18,2,55408,Monty Python and the Holy Grail (1974),Comedy,False
837476,59,3549,4,1041966886,F,50,1,55413,Guys and Dolls (1955),Musical,False
274094,949,3744,3,975392084,M,50,17,96753,Shaft (2000),Action|Crime,False
364479,1260,1120,4,992267345,M,25,17,28262,"People vs. Larry Flynt, The (1996)",Drama,False
860612,2682,2986,3,973388043,M,18,4,43210,Robocop 2 (1990),Action|Crime|Sci-Fi,False
642475,710,2377,2,978376221,M,25,20,85207,Lifeforce (1985),Horror|Sci-Fi,False
147497,3808,1953,3,965963290,M,25,7,60010,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
206270,1285,3168,4,975914751,M,35,4,98125,Easy Rider (1969),Adventure|Drama,False
360200,1969,1693,5,987457038,F,25,3,92116,Amistad (1997),Drama,False
933184,4737,1178,4,963280799,M,35,16,19003,Paths of Glory (1957),Drama|War,False
605571,5996,1396,5,956873671,F,25,0,87114,Sneakers (1992),Crime|Drama|Sci-Fi,False
873959,48,2152,1,977975061,M,25,4,92107,Air Bud: Golden Receiver (1998),Children's|Comedy,False
167991,1173,780,4,975002775,F,25,7,10019,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
102721,1492,589,4,974772162,M,25,12,98102,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
756764,1004,2301,5,975050253,M,25,3,95136,History of the World: Part I (1981),Comedy,False
798299,3569,2550,2,969667104,F,18,2,48823,"Haunting, The (1963)",Horror|Thriller,False
288783,5452,1653,4,959939065,M,35,6,10011,Gattaca (1997),Drama|Sci-Fi|Thriller,False
155035,1056,165,5,974951893,M,1,0,48133,Die Hard: With a Vengeance (1995),Action|Thriller,False
347722,2997,1674,5,970684565,F,35,16,45238,Witness (1985),Drama|Romance|Thriller,False
854254,533,2748,1,976231057,M,25,12,27514,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure,False
888622,3106,2165,5,1045085803,M,25,0,33142,Your Friends and Neighbors (1998),Drama,False
456247,2986,1286,4,971846506,M,25,4,24060,Somewhere in Time (1980),Drama|Romance,False
564678,5634,2598,4,959012365,M,25,14,55406,Pushing Tin (1999),Comedy,False
436588,5978,2138,3,956959184,M,35,1,49307,Watership Down (1978),Animation|Children's|Drama|Fantasy,False
756136,3032,2144,5,970347628,M,25,0,47303,Sixteen Candles (1984),Comedy,False
896994,3563,2750,4,966787957,M,25,2,33133,Radio Days (1987),Comedy|Drama,False
15405,4283,2918,4,965278733,F,25,9,98632,Ferris Bueller's Day Off (1986),Comedy,False
54497,5086,2028,4,962395760,M,25,1,23462,Saving Private Ryan (1998),Action|Drama|War,False
758904,5880,2915,3,957546228,M,25,1,08904,Risky Business (1983),Comedy,False
212471,1386,2081,1,975347749,F,25,0,07026,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
853442,5283,3157,1,961095578,M,18,2,63138,Stuart Little (1999),Children's|Comedy,False
21356,4888,2797,4,962739399,F,56,0,08055,Big (1988),Comedy|Fantasy,False
149751,1675,1954,3,975243355,F,25,6,97116,Rocky (1976),Action|Drama,False
327436,136,364,1,977423102,M,18,2,21202,"Lion King, The (1994)",Animation|Children's|Musical,False
554379,4810,2046,2,962934005,M,18,12,80526,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,False
439183,4318,2640,5,965338334,M,25,5,02891,Superman (1978),Action|Adventure|Sci-Fi,False
332002,691,3524,4,1010907268,M,35,11,96813,Arthur (1981),Comedy|Romance,False
351640,3044,474,5,970210210,M,35,16,77301,In the Line of Fire (1993),Action|Thriller,False
256752,202,2428,4,976935859,M,18,4,53706,"Faculty, The (1998)",Horror|Sci-Fi,False
319471,3829,1171,3,979063539,F,25,1,22307,Bob Roberts (1992),Comedy,False
889124,2264,2315,2,974583857,F,45,7,37877,Bride of Chucky (1998),Horror|Thriller,False
386597,151,2329,4,978683708,F,25,20,85013,American History X (1998),Drama,False
460158,139,3034,5,977360263,F,25,20,45409,Robin Hood (1973),Animation|Children's,False
425491,1446,1254,5,974759235,M,35,12,10128,"Treasure of the Sierra Madre, The (1948)",Adventure,False
268800,5878,2291,5,957550113,F,25,0,60640,Edward Scissorhands (1990),Drama|Romance,False
873611,1194,2050,1,1036311501,F,25,1,95617,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,False
626301,2227,1179,4,974599434,M,50,14,60016,"Grifters, The (1990)",Crime|Drama|Film-Noir,False
163255,5294,920,4,962763660,M,25,2,60626,Gone with the Wind (1939),Drama|Romance|War,False
531057,924,1073,4,975201984,M,50,17,98642,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
576023,3626,2616,3,966609330,M,25,17,75075,Dick Tracy (1990),Action|Crime,False
742926,1255,1958,2,974823432,M,25,17,94110,Terms of Endearment (1983),Comedy|Drama,False
151513,3189,235,1,969862585,M,25,16,90292,Ed Wood (1994),Comedy|Drama,False
788684,5426,3686,3,960101562,M,25,14,95821,Flatliners (1990),Thriller,False
599769,2529,832,4,974059048,F,35,9,95903,Ransom (1996),Drama|Thriller,False
832220,4460,1895,4,965073611,M,25,14,70005,Can't Hardly Wait (1998),Comedy|Drama|Romance,False
873471,4064,2523,1,965477110,M,45,0,20851,Rollercoaster (1977),Drama|Thriller,False
739617,1842,11,5,996423614,M,18,4,53190,"American President, The (1995)",Comedy|Drama|Romance,False
142495,4898,2571,4,962712281,M,25,1,27713,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
726107,4510,2374,3,964989779,M,45,7,92503,Gung Ho (1986),Comedy|Drama,False
312325,2776,1095,4,973055733,M,25,14,22205,Glengarry Glen Ross (1992),Drama,False
474047,4272,1374,5,965301607,M,45,17,37923,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
812056,1303,1235,4,1042297011,M,25,19,94111,Harold and Maude (1971),Comedy,False
759320,5522,372,3,960090211,M,25,14,02460,Reality Bites (1994),Comedy|Drama,False
706194,4747,3273,4,963241355,M,18,4,26201,Scream 3 (2000),Horror|Mystery|Thriller,False
20992,3519,2797,5,968340381,F,25,14,11215,Big (1988),Comedy|Fantasy,False
102282,560,589,4,976048303,M,45,15,81335,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
961383,5749,2360,4,962842915,M,25,2,94117,"Celebration, The (Festen) (1998)",Drama,False
344397,4386,2469,3,965230311,M,25,5,74055,Peggy Sue Got Married (1986),Comedy|Romance,False
92053,840,1293,5,994887404,F,25,3,02828,Gandhi (1982),Drama,False
848177,5852,3142,4,957756201,F,25,1,94044,U2: Rattle and Hum (1988),Documentary|Musical,False
440556,4327,592,4,965245053,M,35,17,37221,Batman (1989),Action|Adventure|Crime|Drama,False
665943,3017,261,3,970530641,F,35,9,85255,Little Women (1994),Drama,False
817695,4344,1333,5,965325415,M,25,1,44240,"Birds, The (1963)",Horror,False
125236,3705,2353,3,966282792,M,45,7,30076,Enemy of the State (1998),Action|Thriller,False
319454,3526,1171,2,966904235,M,35,2,62263-3004,Bob Roberts (1992),Comedy,False
505299,5140,2795,4,964878151,M,25,6,35205,Vacation (1983),Comedy,False
971507,3475,1902,2,1015737154,M,25,14,33133,Dream for an Insomniac (1996),Drama|Romance,False
470775,316,1371,5,976466790,M,56,13,90740,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
818963,1744,1272,5,974704795,M,35,12,50325,Patton (1970),Drama|War,False
482318,10,275,4,979776321,F,35,1,95370,Mixed Nuts (1994),Comedy,False
337084,2173,1296,4,974611421,M,50,13,87502,"Room with a View, A (1986)",Drama|Romance,False
538189,1752,2021,4,975729332,M,25,3,96813,Dune (1984),Fantasy|Sci-Fi,False
458973,3417,180,2,967397868,F,18,2,14616,Mallrats (1995),Comedy,False
850123,4694,3196,5,963603458,M,56,7,40505,Stalag 17 (1953),Drama|War,False
716757,169,910,4,977197004,M,25,7,55439,Some Like It Hot (1959),Comedy|Crime,False
224826,2436,1240,4,976044795,M,25,7,22902,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
552483,1807,208,2,974742329,M,18,17,20742,Waterworld (1995),Action|Adventure,False
417730,531,1307,5,978728875,F,18,14,22206,When Harry Met Sally... (1989),Comedy|Romance,False
568867,5286,440,4,961092142,M,45,16,97068,Dave (1993),Comedy|Romance,False
168415,2820,780,2,972664103,F,35,0,02138,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
103783,3746,589,3,966136374,M,25,5,54703,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
159990,240,457,3,976757595,M,50,17,55113,"Fugitive, The (1993)",Action|Thriller,False
484598,2672,924,2,973434300,M,35,7,04096,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
623586,2793,2805,4,972936505,M,35,7,70116,Mickey Blue Eyes (1999),Comedy|Romance,False
575991,3353,2616,3,968126784,M,35,17,92688,Dick Tracy (1990),Action|Crime,False
835227,3356,3871,5,967698592,M,35,7,95031,Shane (1953),Drama|Western,False
435627,3486,2137,4,967059931,F,18,0,98225,Charlotte's Web (1973),Animation|Children's,False
380471,2537,1660,3,974055494,M,35,11,37620,Eve's Bayou (1997),Drama,False
788721,549,612,3,976070890,M,25,6,53217,"Pallbearer, The (1996)",Comedy,False
554892,2537,216,2,974052697,M,35,11,37620,Billy Madison (1995),Comedy,False
615153,3080,3261,3,969809964,M,25,20,55410,Singles (1992),Comedy|Drama|Romance,False
340538,3229,17,5,968560143,F,56,1,93105,Sense and Sensibility (1995),Drama|Romance,False
310375,4932,348,5,962652962,M,25,7,63303,Bullets Over Broadway (1994),Comedy,False
448624,543,2657,2,976119305,M,25,5,55057,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
226054,5894,1240,3,957463537,M,35,0,70748,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
561120,4953,246,4,962637849,M,35,12,55082,Hoop Dreams (1994),Documentary,False
584946,3272,1587,3,971256101,M,35,0,08330,Conan the Barbarian (1982),Action|Adventure,False
98564,225,2278,2,976912363,M,25,7,11215,Ronin (1998),Action|Crime|Thriller,False
966791,5792,3718,3,1001011931,M,25,17,43201,American Pimp (1999),Documentary,False
878924,4490,1944,5,965008494,M,35,5,70123,From Here to Eternity (1953),Drama|Romance|War,False
543295,316,2393,5,976466051,M,56,13,90740,Star Trek: Insurrection (1998),Action|Sci-Fi,False
694918,2021,330,1,974673447,M,25,0,61364,Tales from the Hood (1995),Comedy|Horror,False
748375,4438,951,3,965096726,M,50,0,11947,His Girl Friday (1940),Comedy,False
211920,4918,1136,4,962678880,F,18,12,84107,Monty Python and the Holy Grail (1974),Comedy,False
367451,4013,454,3,965538443,M,25,1,77803,"Firm, The (1993)",Drama|Thriller,False
806612,1551,2208,4,1038837660,M,25,11,20008,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller,False
753337,1301,3424,4,974788896,F,25,2,10475,Do the Right Thing (1989),Comedy|Drama,False
467755,5643,1294,5,958889826,F,35,1,84108,M*A*S*H (1970),Comedy|War,False
536940,5981,2529,1,956932769,M,35,7,01776,Planet of the Apes (1968),Action|Sci-Fi,False
397686,724,1777,4,975522333,M,50,13,90266,"Wedding Singer, The (1998)",Comedy|Romance,False
425087,4782,1252,4,963007618,M,45,1,78212,Chinatown (1974),Film-Noir|Mystery|Thriller,False
24075,2029,1270,3,974678730,F,25,12,10011,Back to the Future (1985),Comedy|Sci-Fi,False
417364,4779,1233,5,963017634,M,45,3,04011,"Boat, The (Das Boot) (1981)",Action|Drama|War,False
505607,1448,1129,4,976130817,F,25,3,17522,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
747261,2438,2411,3,974228702,M,35,1,22903,Rocky IV (1985),Action|Drama,False
550791,2752,3347,3,973195994,M,25,15,77006,Never Cry Wolf (1983),Drama,False
291007,1124,2890,2,975705795,M,25,2,60156,Three Kings (1999),Drama|War,False
797331,621,3683,5,975797643,M,18,4,93560,Blood Simple (1984),Drama|Film-Noir,False
560064,1916,2076,5,974695253,M,45,7,90405,Blue Velvet (1986),Drama|Mystery,False
985993,3884,1484,2,965814023,M,18,4,78759,"Daytrippers, The (1996)",Mystery,False
233251,1803,2770,4,974707254,M,25,2,50021,Bowfinger (1999),Comedy,False
177206,1058,1244,3,1009858721,M,25,1,97321,Manhattan (1979),Comedy|Drama|Romance,False
643245,2071,3827,3,974948425,M,45,7,01605,Space Cowboys (2000),Action|Sci-Fi,False
111177,3425,1225,5,967352919,M,18,20,48135,Amadeus (1984),Drama,False
610924,712,70,5,975539220,M,25,0,95136,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
112672,3594,442,4,966633643,M,1,0,02322,Demolition Man (1993),Action|Sci-Fi,False
582113,4041,1479,4,965502354,M,18,3,48005,"Saint, The (1997)",Action|Romance|Thriller,False
634117,4979,2752,2,962601503,M,35,2,55423,Outrageous Fortune (1987),Comedy|Mystery,False
113515,2242,265,4,974600616,M,18,4,60115,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,False
579915,5074,10,1,962430474,M,1,0,20132,GoldenEye (1995),Action|Adventure|Thriller,False
145578,3745,2396,4,966140962,F,25,9,49442,Shakespeare in Love (1998),Comedy|Romance,False
584710,262,1587,2,976659973,F,25,1,68503,Conan the Barbarian (1982),Action|Adventure,False
681123,3473,2020,4,967136650,F,35,16,02472,Dangerous Liaisons (1988),Drama|Romance,False
639529,1333,2288,5,974776614,M,25,17,06460,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,False
962272,2279,3135,3,974560455,M,50,7,08816,"Great Santini, The (1979)",Drama,False
405509,2972,3178,3,971064567,M,25,4,97330,"Hurricane, The (1999)",Drama,False
107309,499,2858,4,976211983,F,25,1,55108,American Beauty (1999),Comedy|Drama,False
658622,3462,2145,3,999307253,F,25,4,73160,Pretty in Pink (1986),Comedy|Drama|Romance,False
162927,3610,920,1,977887152,M,18,6,30064,Gone with the Wind (1939),Drama|Romance|War,False
385443,53,2324,5,977981936,M,25,0,96931,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,False
584641,5650,2528,3,1022215960,F,35,12,91104,Logan's Run (1976),Action|Adventure|Sci-Fi,False
404226,1015,1358,4,979451470,M,35,3,11220,Sling Blade (1996),Drama|Thriller,False
914384,4373,2212,5,965183730,M,50,12,32920,"Man Who Knew Too Much, The (1934)",Thriller,False
82271,5686,3108,2,958604687,M,56,16,60610,"Fisher King, The (1991)",Comedy|Drama|Romance,False
433201,549,153,5,976071296,M,25,6,53217,Batman Forever (1995),Action|Adventure|Comedy|Crime,False
923951,5986,973,4,956888360,F,56,1,01060,Meet John Doe (1941),Drama,False
382580,551,2686,4,976065698,M,35,20,55116,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
810453,4502,2922,4,965096719,M,50,0,01379,Hang 'em High (1967),Western,False
769779,2205,1285,4,974603485,F,25,7,10016,Heathers (1989),Comedy,False
196603,2571,1580,5,973911925,M,35,17,20151,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
659665,2012,1275,4,974676063,M,25,4,49456,Highlander (1986),Action|Adventure,False
572305,1120,708,4,974912939,M,18,4,95616,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,False
24758,3600,1270,4,966621023,M,35,20,94506,Back to the Future (1985),Comedy|Sci-Fi,False
825891,3705,2867,4,966283262,M,45,7,30076,Fright Night (1985),Comedy|Horror,False
434215,4169,7,4,975805440,M,50,0,66048,Sabrina (1995),Comedy|Romance,False
483081,1851,923,5,1001382312,M,25,19,59602,Citizen Kane (1941),Drama,False
87706,10,1259,3,979168564,F,35,1,95370,Stand by Me (1986),Adventure|Comedy|Drama,False
842426,5271,2969,4,961140877,F,25,0,94110,"Man and a Woman, A (Un Homme et une Femme) (1966)",Drama|Romance,False
450035,5524,3388,3,959640857,F,1,10,26505,Harry and the Hendersons (1987),Comedy,False
981679,4694,1646,2,964719086,M,56,7,40505,Rocket Man (1997),Comedy,False
485452,5621,924,4,980702004,M,25,7,02135,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
705568,4682,3325,5,982807530,M,25,7,05346,"Next Best Thing, The (2000)",Comedy|Drama,False
966266,1865,308,4,1003800163,F,18,1,94606,Three Colors: White (1994),Drama,False
170626,5568,2002,4,959311195,M,18,4,49841,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,False
697853,2144,1974,3,974628595,M,18,0,46517,Friday the 13th (1980),Horror,False
490448,3999,858,5,965577527,M,35,17,30701,"Godfather, The (1972)",Action|Crime|Drama,False
909202,1701,314,3,1009698164,F,25,4,97233,"Secret of Roan Inish, The (1994)",Drama,False
73310,5468,1210,4,959900784,M,25,12,94618,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
459900,4448,329,3,966362391,M,25,14,06880,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
135963,111,593,4,977511859,M,35,15,55416,"Silence of the Lambs, The (1991)",Drama|Thriller,False
60272,839,1357,4,980811442,M,25,0,98103,Shine (1996),Drama|Romance,False
734620,476,2642,2,976219911,M,35,0,55127,Superman III (1983),Action|Adventure|Sci-Fi,False
139611,3720,95,3,966254217,M,45,7,43065,Broken Arrow (1996),Action|Thriller,False
635117,3201,3638,4,972669914,M,45,7,35216,Moonraker (1979),Action|Romance|Sci-Fi,False
707591,4958,3000,5,962684350,M,18,7,55403,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation,False
231895,4144,1466,4,965346292,M,18,4,02451,Donnie Brasco (1997),Crime|Drama,False
216482,2529,1036,4,974567275,F,35,9,95903,Die Hard (1988),Action|Thriller,False
189159,2764,1079,5,973136928,M,25,7,91403,"Fish Called Wanda, A (1988)",Comedy,False
251873,5064,50,4,963073013,M,18,4,43215,"Usual Suspects, The (1995)",Crime|Thriller,False
96584,1172,110,4,974859556,F,25,0,61801,Braveheart (1995),Action|Drama|War,False
750038,1053,1218,3,974953930,M,35,0,18360,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,False
305394,223,2683,5,976903197,M,25,17,28262,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
