"id","submitted","areas_of_interest","subinterests"
15124,1375119200,"Advertising,Media,Mobile,Sports,Travel,Video","Content,Movies/Film,TV"
15125,1375119449,"Cloud Services,Data & Analytics,Enterprise Software,Productivity Tools,Social Impact",NULL
15126,1375119815,"Education,Mobile",""
16262,1377099658,"Cloud Services,Consumer Electronics,Data & Analytics,Enterprise Software,Hardware,Mobile,Productivity Tools,Robotics,Smart Home,Wearable Tech",""
15127,1375120274,"Commerce,Mobile",NULL
15128,1375120346,"Cloud Services,Productivity Tools,Small Businesses",NULL
15129,1375120812,"Cloud Services,Commerce,Data & Analytics,Education,Enterprise Software,Healthcare,Mobile,Productivity Tools,Small Businesses",""
15130,1375122017,"Advertising,Education,Fashion,Financial Services,Green,Hardware,Media,Recruiting,Travel",NULL
15131,1375122216,"Advertising,Commerce,Data & Analytics,Dating,Enterprise Software,Events,Games,Green,Local,Mobile,Payments,Productivity Tools,Small Businesses,Social Impact,Travel",NULL
15132,1375122695,"Advertising,Commerce,Education,Enterprise Software,Events,Fashion,Financial Services,Games,Green,Hardware,Healthcare,Media,Mobile,Productivity Tools,Social Impact,Sports,Travel","Edutainment,Teacher training,Youth Leadership,Content,Movies/Film,News"
15133,1375123256,"Cloud Services,Commerce,Data & Analytics,Education,Enterprise Software,Financial Services,Green,Hardware,Healthcare,Local,Mobile,Music,Payments,Social Impact,Travel","Edutainment,In-classroom learning (K-12),Lifelong Learning (outside of school),Higher Education,Fitness,Nutrition,Quantified-self,Records,Wellness"
15134,1375124246,"Advertising,Cloud Services,Commerce,Data & Analytics,Education,Enterprise Software,Events,Fashion,Financial Services,Games,Green,Hardware,Healthcare,Local,Media,Mobile,Music,Payments,Productivity Tools,Recruiting,Small Businesses,Sports,Travel,Video","Edutainment,Lifelong Learning (outside of school),Higher Education,Fitness,Records,Content,Movies/Film,News,TV"
15135,1375124941,"Events,Financial Services,Mobile,Music,Productivity Tools,Sports",NULL
15136,1375125208,"Advertising,Dating,Local,Music,Travel",NULL
15137,1375125511,"Social Impact",NULL
15138,1375125553,"Financial Services,Small Businesses",NULL
15139,1375125858,"Cloud Services,Commerce,Mobile,Music,Productivity Tools,Social Impact,Sports",NULL
15140,1375127225,"Data & Analytics,Education,Enterprise Software,Hardware,Mobile,Productivity Tools,Social Impact,Sports,Travel","In-classroom learning (K-12),Lifelong Learning (outside of school),Youth Leadership"
15141,1375127250,"Education,Family","Lifelong Learning (outside of school),Teacher training"
15142,1375127576,"Advertising,Commerce,Events,Green,Media,Social Impact,Sports,Travel","Content,Movies/Film,TV"
15143,1375127718,"Education,Financial Services,Healthcare",NULL
15144,1375128632,"Data & Analytics,Small Businesses,Social Impact",NULL
15145,1375129022,"Advertising,Cloud Services,Data & Analytics,Events,Healthcare,Mobile,Productivity Tools,Video","Fitness,Nutrition"
15146,1375129144,"Education,Mobile,Productivity Tools,Recruiting,Small Businesses","Lifelong Learning (outside of school),Higher Education"
15147,1375129873,"Advertising,Cloud Services,Commerce,Hardware,Mobile,Productivity Tools,Small Businesses,Sports,Video",NULL
15148,1375130105,"Commerce,Local,Mobile,Payments,Small Businesses,Social Impact,Transportation",""
15149,1375130709,"Advertising,Dating,Events,Fashion,Financial Services,Local,Media,Music,Productivity Tools,Small Businesses,Social Impact","Content,News"
15150,1375130889,"Data & Analytics,Enterprise Software,Financial Services,Productivity Tools",NULL
15151,1375131272,"Cloud Services,Commerce,Data & Analytics,Productivity Tools,Recruiting,Small Businesses,Travel",""
15152,1375131886,"Healthcare","Wellness"
15153,1375132908,"Commerce,Green,Social Impact",""
15154,1375133628,"Cloud Services,Enterprise Software,Mobile,Music,Productivity Tools,Social Impact",NULL
15155,1375133716,"Education,Enterprise Software,Green,Hardware,Social Impact,Sports,Travel","In-classroom learning (K-12),Youth Leadership"
15156,1375134030,"Advertising,Events,Hardware,Local,Media,Mobile,Payments,Productivity Tools,Social Impact",NULL
15157,1375134536,"Advertising,Commerce,Data & Analytics,Dating,Fashion,Games,Healthcare,Local,Mobile,Music,Payments,Sports,Travel",NULL
15158,1375135586,"Advertising,Commerce,Dating,Education,Events,Fashion,Games,Green,Media,Mobile,Music,Photos,Productivity Tools,Small Businesses,Social Impact,Video","Content,Movies/Film,News,TV"
15159,1375135780,"Commerce,Enterprise Software,Local,Mobile,Social Impact,Wearable Tech",""
15160,1375136979,"Advertising,Commerce,Data & Analytics,Education,Enterprise Software,Healthcare,Media,Productivity Tools,Small Businesses,Travel","In-classroom learning (K-12),Lifelong Learning (outside of school),Higher Education"
15161,1375137179,"Cloud Services,Data & Analytics,Enterprise Software,Events,Healthcare,Productivity Tools,Travel","Records"
15162,1375137343,"Financial Services,Payments",NULL
15163,1375137567,"Enterprise Software,Mobile",NULL
15164,1375139279,"Data & Analytics,Enterprise Software,Mobile",NULL
15288,1375318785,"Commerce,Data & Analytics,Mobile,Music",NULL
15166,1375142559,"Data & Analytics",NULL
15167,1375142682,"Commerce,Data & Analytics,Education,Events,Financial Services,Games,Mobile,Music,Photos,Productivity Tools,Recruiting,Social Impact,Sports,Video","Youth Leadership"
15168,1375142918,"Education,Photos,Sports,Video","Edutainment,Lifelong Learning (outside of school)"
15169,1375143593,"Commerce,Dating,Financial Services,Games,Local,Mobile,Payments,Productivity Tools,Social Impact",NULL
15171,1375144201,"Data & Analytics,Mobile,Social Impact,Sports",NULL
15173,1375145634,"Commerce,Education,Enterprise Software,Events,Healthcare,Mobile,Recruiting,Social Impact,Sports,Travel",NULL
15174,1375146317,"Cloud Services,Dating,Enterprise Software,Hardware",NULL
15175,1375149506,"Education,Green,Social Impact,Sports,Travel","Higher Education"
15176,1375150176,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Financial Services,Green,Hardware,Healthcare,Mobile,Payments","Fitness,Nutrition,Quantified-self,Records,Wellness"
15177,1375151118,"Advertising,Commerce,Data & Analytics,Enterprise Software,Events,Healthcare,Local,Media,Mobile,Photos,Sports,Travel","Content"
15178,1375152692,"Green,Healthcare,Mobile,Social Impact","Records"
15179,1375156422,"Advertising,Commerce,Data & Analytics,Dating,Enterprise Software,Events,Healthcare,Local,Media,Mobile,Music,Photos,Productivity Tools,Small Businesses,Social Impact","Fitness,Nutrition,Content"
15180,1375159240,"Advertising,Commerce,Dating,Mobile,Recruiting,Travel",NULL
15181,1375159408,"Data & Analytics,Education,Productivity Tools,Social Impact","Edutainment,Lifelong Learning (outside of school),Higher Education"
15182,1375161026,"Advertising,Mobile,Payments",NULL
15183,1375161387,"Advertising,Commerce,Data & Analytics,Events,Healthcare,Mobile,Productivity Tools","Fitness,Quantified-self,Records,Wellness"
15184,1375162250,"Education,Green,Local,Media,Small Businesses,Social Impact","In-classroom learning (K-12),Lifelong Learning (outside of school),Higher Education,Movies/Film,News,TV"
15185,1375163328,"Data & Analytics,Education,Enterprise Software,Fashion,Media,Mobile,Music,Payments,Social Impact,Travel","In-classroom learning (K-12)"
15186,1375165469,"Cloud Services,Data & Analytics,Education,Enterprise Software,Mobile","Edutainment,Higher Education"
15187,1375165548,"Advertising,Media,Video","Content"
15189,1375167712,"Cloud Services,Data & Analytics,Enterprise Software,Mobile,Productivity Tools",NULL
15190,1375168031,"3D Printing,Cloud Services,Commerce,Education,Enterprise Software,Individualized Learning,Media,Mobile,Photos,Productivity Tools,Small Businesses,Travel,Video","Edutainment,In-classroom learning (K-12),Lifelong Learning (outside of school)"
15191,1375169025,"Data & Analytics,Enterprise Software,Healthcare,Mobile,Productivity Tools","Quantified-self,Records,Wellness"
15192,1375170239,"Advertising,Cloud Services,Commerce,Data & Analytics,Dating,Events,Fashion,Financial Services,Games,Hardware,Media,Mobile,Music,Photos,Productivity Tools,Sports,Travel,Video","Content,Movies/Film,News,TV"
15193,1375170345,"Int'l Development (Outside US/Canada),Youth Leadership",NULL
15194,1375170376,"Commerce,Data & Analytics,Enterprise Software,Mobile,Productivity Tools,Small Businesses",NULL
15195,1375176024,"Healthcare,Media,Mobile,Sports","Content"
15196,1375178157,"Commerce,Enterprise Software,Games,Hardware,Mobile,Music,Payments,Recruiting,Travel",NULL
15197,1375178872,"Hardware,Healthcare","Fitness"
15198,1375178951,"Advertising,Events,Fashion",NULL
15199,1375182824,"Media,Mobile,Productivity Tools,Travel","Content"
15200,1375183889,"Education,Green,Productivity Tools,Social Impact",NULL
15201,1375184805,"Education,Media,Travel","Content,News"
15202,1375186663,"Commerce,Data & Analytics,Enterprise Software,Financial Services,Media,Mobile,Productivity Tools","Content,News"
15204,1375193827,"Commerce,Education,Fashion,Mobile,Payments,Photos",NULL
15205,1375194846,"Cloud Services,Events,Financial Services,Mobile,Productivity Tools,Sports",NULL
15206,1375197374,"Cloud Services,Education,Green,Hardware,Healthcare,Social Impact,Sports,Travel","Edutainment,In-classroom learning (K-12),Quantified-self"
15207,1375200091,"Cloud Services,Commerce,Data & Analytics,Financial Services,Hardware,Mobile,Payments,Social Impact",NULL
15208,1375200354,"Commerce,Productivity Tools,Small Businesses,Travel",NULL
15209,1375201534,"Data & Analytics,Healthcare,Media,Sports",NULL
15210,1375202051,"Cloud Services,Data & Analytics,Hardware,Small Businesses",NULL
15211,1375203031,"Cloud Services,Enterprise Software,Mobile,Social Impact",NULL
15212,1375204279,"Commerce,Fashion,Media,Mobile,Productivity Tools,Travel","Content,News"
15363,1375463476,"Hardware,Small Businesses",NULL
15213,1375204329,"Education,Enterprise Software,Financial Services","Higher Education"
15214,1375207716,"Cloud Services,Data & Analytics,Enterprise Software,Social Impact",NULL
15215,1375209551,"Data & Analytics,Healthcare,Mobile,Music,Recruiting,Social Impact,Sports,Travel","Fitness,Nutrition"
15216,1375209618,"Commerce,Data & Analytics,Enterprise Software,Hardware,Local,Media,Mobile,Recruiting,Small Businesses,Social Impact,Sports,Travel","Content"
15217,1375210279,"Dating,Local,Mobile,Payments,Productivity Tools,Small Businesses,Travel",NULL
15218,1375210602,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Green,Healthcare,Mobile,Music,Payments,Social Impact","Fitness,Nutrition,Wellness"
15219,1375211015,"Advertising,Cloud Services,Hardware,Mobile,Music,Productivity Tools,Small Businesses,Social Impact",NULL
15220,1375211451,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Events,Financial Services,Hardware,Media,Mobile,Payments,Productivity Tools,Social Impact,Video",""
15221,1375211534,"Advertising,Education,Games,Small Businesses,Social Impact","Edutainment,In-classroom learning (K-12),Lifelong Learning (outside of school)"
15222,1375211562,"Cloud Services,Data & Analytics,Enterprise Software,Financial Services,Payments,Recruiting,Small Businesses",NULL
15223,1375211620,"Advertising,Data & Analytics,Dating,Mobile,Small Businesses,Travel",NULL
15224,1375213448,"Education,Social Impact",NULL
15225,1375213781,"Events,Local",""
15226,1375215027,"Productivity Tools",NULL
15227,1375216207,"Education,Family,Int'l Development (Outside US/Canada),Music,Youth Leadership","Lifelong Learning (outside of school)"
15228,1375217604,"Advertising,Commerce,Recruiting,Small Businesses",NULL
15229,1375217650,"Education,Green,Hardware","Lifelong Learning (outside of school),Higher Education"
15231,1375219058,"Green,Hardware,Local,Mobile,Music,Recruiting,Social Impact,Travel",NULL
15232,1375219183,"Cloud Services,Commerce,Education,Enterprise Software,Events,Hardware,Media,Mobile,Productivity Tools,Recruiting,Small Businesses,Sports,Travel","Lifelong Learning (outside of school),Youth Leadership,Content"
15233,1375219596,"Commerce,Data & Analytics,Enterprise Software,Financial Services,Hardware,Media,Mobile,Payments,Social Impact,Travel,Video",NULL
15234,1375221539,"Cloud Services,Commerce,Dating,Events,Fashion,Financial Services,Green,Local,Mobile,Payments,Small Businesses",NULL
15235,1375221547,"Events,Local,Mobile,Music,Photos,Productivity Tools,Recruiting,Small Businesses,Social Impact,Travel",NULL
15236,1375221720,"Cloud Services,Enterprise Software,Productivity Tools,Social Impact,Sports,Travel",NULL
15237,1375222775,"Local,Mobile,Payments",NULL
15238,1375227082,"Cloud Services,Commerce,Financial Services,Mobile,Productivity Tools,Small Businesses",NULL
15239,1375228806,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Green,Local,Media,Mobile,Photos,Productivity Tools,Recruiting",""
15240,1375230045,"Education,Games,Green,Healthcare,Social Impact,Travel","Fitness,Wellness"
15241,1375230952,"Advertising,Cloud Services,Data & Analytics,Healthcare","Wellness"
15242,1375232673,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Events,Financial Services,Games,Green,Hardware,Healthcare,Local,Mobile,Music,Payments,Photos,Productivity Tools,Recruiting,Small Businesses,Social Impact,Sports,Travel","Records"
15243,1375233187,"Enterprise Software,Mobile",NULL
15244,1375236214,"Advertising,Media,Photos,Social Impact,Sports,Travel,Video",""
15245,1375237075,"Commerce,Green,Mobile,Payments,Small Businesses,Travel",NULL
15246,1375239210,"Commerce,Data & Analytics,Dating,Local,Mobile,Small Businesses,Social Impact",NULL
15247,1375244997,"Financial Services,Mobile,Payments",NULL
15248,1375245068,"Small Businesses",NULL
15249,1375247166,"Cloud Services,Commerce,Consumer Electronics,Education,Enterprise Software,Games,Healthcare,Mobile,Music,Productivity Tools,Recruiting,Small Businesses,Smart Home,Social Impact,Wearable Tech",""
15250,1375254689,"Youth Leadership",NULL
15251,1375259032,"Commerce,Fashion,Green,Video",NULL
15252,1375261990,"Commerce,Dating,Fashion,Healthcare,Media,Mobile,Music,Photos,Productivity Tools,Small Businesses,Social Impact,Travel,Video",""
15253,1375269229,"Commerce,Data & Analytics,Enterprise Software,Financial Services,Mobile,Photos,Productivity Tools,Recruiting,Social Impact",NULL
15254,1375279472,"Events,Social Impact",NULL
15255,1375280820,"Data & Analytics,Productivity Tools",NULL
15256,1375282093,"Education","Higher Education"
15257,1375285955,"Data & Analytics,Education,Financial Services,Small Businesses","Lifelong Learning (outside of school),Higher Education"
15258,1375286069,"Advertising,Commerce,Dating,Education,Mobile,Payments","Edutainment"
15259,1375286507,"Advertising,Cloud Services,Data & Analytics,Education,Fashion,Hardware,Healthcare,Local,Mobile,Music,Payments,Productivity Tools,Sports","In-classroom learning (K-12),Higher Education,Fitness,Nutrition,Quantified-self,Records,Wellness"
15260,1375287169,"Media,Video","Content"
15261,1375288300,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Financial Services,Healthcare,Productivity Tools,Small Businesses","Quantified-self,Records"
15262,1375288590,"Commerce,Dating,Events,Financial Services,Green,Mobile,Music,Productivity Tools,Small Businesses,Sports,Travel",NULL
15263,1375293062,"Commerce,Data & Analytics,Events,Financial Services,Productivity Tools",NULL
15264,1375294200,"Advertising,Events,Fashion,Mobile,Payments,Photos,Video",NULL
15265,1375294503,"Data & Analytics,Education,Mobile,Productivity Tools,Recruiting,Social Impact","Teacher training,Youth Leadership"
15266,1375297342,"Cloud Services,Commerce,Mobile,Payments,Productivity Tools,Travel",NULL
15267,1375301606,"Commerce,Healthcare,Mobile,Productivity Tools",NULL
15268,1375302469,"Advertising,Cloud Services,Commerce,Data & Analytics,Fashion,Healthcare,Media,Mobile,Music,Payments,Social Impact,Travel",NULL
